date,source,source_id,domain,original_verdict,sourcecard,patch,hook,hook_integration_status,landing_targets,owner_landing,compact_or_fast_layer,router_or_deep_map_route,active_theory_node,open_tension,current_disposition,next_action,notes
2026-03-07,Attention by Wayne Wu（用户粘贴全文）,legacy:2026-03_Part01:022,philosophy,A,,,,none,Philosophy/SRT_Social_Cognition.md,claimed_in_log:Philosophy/SRT_Social_Cognition.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:39 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-08,The Language of Thought Hypothesis（Nicolas Porot & Eric Mandelbaum，用户粘贴全文）,legacy:2026-03_Part01:023,philosophy,A,,,,none,Philosophy/SRT_Social_Cognition.md,claimed_in_log:Philosophy/SRT_Social_Cognition.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:40 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-08,Bayesian Models of Cognition（Thomas L. Griffiths，用户粘贴全文）,legacy:2026-03_Part01:024,philosophy,A,,,,none,Philosophy/SRT_Social_Cognition.md,claimed_in_log:Philosophy/SRT_Social_Cognition.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:41 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-08,Niche Construction（Laurel Fogarty，用户粘贴全文）,legacy:2026-03_Part01:025,philosophy,A,,,,none,Philosophy/SRT_SocTheory_05_Language_Eco.md,claimed_in_log:Philosophy/SRT_SocTheory_05_Language_Eco.md,,,,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:42 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-08,Cultural Attractors（Nicolas Claidière & Dan Sperber，用户粘贴全文）,legacy:2026-03_Part01:026,philosophy,A,,,,none,Philosophy/SRT_SocTheory_06_L2_Dynamics.md,claimed_in_log:Philosophy/SRT_SocTheory_06_L2_Dynamics.md,,,,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:43 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-08,Working Memory（Graham J. Hitch & Alan D. Baddeley，用户粘贴全文）,legacy:2026-03_Part01:027,neuroscience,A,,,,none,Neuroscience/SRT_Neural_Mechanisms.md,claimed_in_log:Neuroscience/SRT_Neural_Mechanisms.md,,,NODE-NEURAL-DECODABILITY,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:44 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-08,Mental Representation（Manolo Martínez，用户粘贴全文）,legacy:2026-03_Part01:028,philosophy,A,,,,none,Philosophy/SRT_Philosophy_Foundations.md,claimed_in_log:Philosophy/SRT_Philosophy_Foundations.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:45 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-08,The Language of Thought Hypothesis（Nicolas Porot & Eric Mandelbaum，用户重复粘贴）,legacy:2026-03_Part01:029,cross_domain_or_writing,C,,,,none,,,,,,,superseded_or_duplicate,No action; retain provenance only.,log=2026-03_Part01.md:46 | official_declared_scope=yes | original_status=不融入
2026-03-08,Ritual（Richard Sosis，用户粘贴全文）,legacy:2026-03_Part01:030,philosophy,A,,,,none,Philosophy/SRT_SocTheory_06_L2_Dynamics.md,claimed_in_log:Philosophy/SRT_SocTheory_06_L2_Dynamics.md,,,,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:47 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-08,Ritual（Richard Sosis，用户重复粘贴）,legacy:2026-03_Part01:031,cross_domain_or_writing,C,,,,none,,,,,,,superseded_or_duplicate,No action; retain provenance only.,log=2026-03_Part01.md:48 | official_declared_scope=yes | original_status=不融入
2026-03-08,Concepts（Nicholas Shea，用户粘贴全文）,legacy:2026-03_Part01:032,philosophy,A,,,,none,Philosophy/SRT_Philosophy_Foundations.md,claimed_in_log:Philosophy/SRT_Philosophy_Foundations.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:49 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-08,Self-Consciousness（José Luis Bermúdez，用户粘贴全文）,legacy:2026-03_Part01:033,neuroscience,A,,,,none,Philosophy/SRT_Philosophy_Foundations.md,claimed_in_log:Philosophy/SRT_Philosophy_Foundations.md,,,NODE-CONSCIOUSNESS,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:50 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-08,The Mind-Body Problem（Tim Crane，用户粘贴全文）,legacy:2026-03_Part01:034,philosophy,A,,,,none,Philosophy/SRT_Philosophy_Foundations.md,claimed_in_log:Philosophy/SRT_Philosophy_Foundations.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:51 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-08,Cognitive Ontology（Colin Klein，用户重复粘贴）,legacy:2026-03_Part01:035,cross_domain_or_writing,C,,,,none,,,,,,,superseded_or_duplicate,No action; retain provenance only.,log=2026-03_Part01.md:52 | official_declared_scope=yes | original_status=不融入
2026-03-08,Theory of Mind（Henry M. Wellman，用户重复粘贴）,legacy:2026-03_Part01:036,AI,C,,,,none,,,,,,,superseded_or_duplicate,No action; retain provenance only.,log=2026-03_Part01.md:53 | official_declared_scope=yes | original_status=不融入
2026-03-08,Information and Misinformation（Andrew Perfors，用户粘贴全文）,legacy:2026-03_Part01:037,philosophy,A,,,,none,Philosophy/SRT_Social_MacroDynamics.md,claimed_in_log:Philosophy/SRT_Social_MacroDynamics.md,,,,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:54 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-08,https://t.co/Kr2BxCHvMK（重定向至 Quanta: *Can the Most Abstract Math Make the World a Better Place?*）,legacy:2026-03_Part01:038,physics,A,,,,none,Physics/SRT_Phys_09_Formalism_Ext.md,claimed_in_log:Physics/SRT_Phys_09_Formalism_Ext.md,,,NODE-PHYSICS-MEASUREMENT,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:55 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-08,f48bbacc-297d-4b29-9c84-79bbf858ad99.pdf（Scott McFarnell: *Affective Control under Uncertainty* v2）,legacy:2026-03_Part01:039,neuroscience,A,,,,none,Neuroscience/SRT_Consciousness_Mechanisms.md,claimed_in_log:Neuroscience/SRT_Consciousness_Mechanisms.md,,,NODE-CONSCIOUSNESS;NODE-NEURAL-DECODABILITY,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:56 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-08,Consciousness 方法学访谈转录（COGITATE/多范式NCC，用户粘贴）,legacy:2026-03_Part01:040,neuroscience,A,,,,none,Neuroscience/SRT_Consciousness_Mechanisms.md,claimed_in_log:Neuroscience/SRT_Consciousness_Mechanisms.md,,,NODE-CONSCIOUSNESS;NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:57 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-10,Quanta: *Is Gravity Just Entropy Rising? Long-Shot Idea Gets Another Look.*（https://www.quantamagazine.org/is-gravity-just-entropy-rising-long-shot-idea-gets-another-look-20250613/）,legacy:2026-03_Part01:041,physics,A,,,,none,Physics/SRT_Physics_Cosmology.md,claimed_in_log:Physics/SRT_Physics_Cosmology.md,,,NODE-PHYSICS-MEASUREMENT,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:58 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-10,IAI: *Reality is not a controlled hallucination*（https://iai.tv/articles/reality-is-not-a-controlled-hallucination-auid-3517）+ 用户结构化摘要,legacy:2026-03_Part01:042,neuroscience,A,,,,none,SRT_PP_ALIGNMENT_GUIDE.md;Neuroscience/_SRT_Neuro_Axioms.md,claimed_in_log:SRT_PP_ALIGNMENT_GUIDE.md;claimed_in_log:Neuroscience/_SRT_Neuro_Axioms.md,,,NODE-NEURAL-DECODABILITY,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:59 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-10,Hartl & Levin (2024): *What does evolution make? Learning in living lineages and machines*（用户摘要 + PDF）,legacy:2026-03_Part01:043,neuroscience,A,,,,none,Neuroscience/SRT_Neuro_07_Evo_Devo.md;Core_Law/SRT_Reference_Scaling.md,claimed_in_log:Neuroscience/SRT_Neuro_07_Evo_Devo.md;claimed_in_log:Core_Law/SRT_Reference_Scaling.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:60 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-10,Optimally Irrational: *The game theory of cooperation*（https://www.optimallyirrational.com/p/the-game-theory-of-cooperation）,legacy:2026-03_Part01:044,philosophy,A,,,,none,Philosophy/SRT_Social_Economics.md,claimed_in_log:Philosophy/SRT_Social_Economics.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:61 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-10,Closer To Truth 访谈转录（Borjigin 团队：濒死期 EEG/递质风暴，用户粘贴）,legacy:2026-03_Part01:045,neuroscience,A,,,,none,Neuroscience/SRT_Clin_01_Pathology.md,claimed_in_log:Neuroscience/SRT_Clin_01_Pathology.md,,,NODE-NEURAL-DECODABILITY,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:62 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-10,Alex O’Connor × Matthew Cobb 脑科学史访谈转录（用户粘贴）,legacy:2026-03_Part01:046,neuroscience,A,,,,none,Neuroscience/_SRT_Neuro_Axioms.md,claimed_in_log:Neuroscience/_SRT_Neuro_Axioms.md,,,NODE-NEURAL-DECODABILITY,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:63 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-10,Closer To Truth 访谈转录（Avshalom Elitzur 团队：量子本体与可检验基础模型，用户粘贴）,legacy:2026-03_Part01:047,physics,A,,,,none,Physics/SRT_Phys_10_Integration.md,claimed_in_log:Physics/SRT_Phys_10_Integration.md,,,NODE-PHYSICS-MEASUREMENT,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:64 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-10,中微子观测叙事文本（SNOLAB / Super-K / IceCube，用户粘贴）,legacy:2026-03_Part01:048,physics,A,,,,none,Physics/SRT_Physics_Cosmology.md,claimed_in_log:Physics/SRT_Physics_Cosmology.md,,,NODE-PHYSICS-MEASUREMENT,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:65 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-12,Quanta: *Disorder Drives One of Nature's Most Complex Machines*（https://www.quantamagazine.org/disorder-drives-one-of-natures-most-complex-machines-20260309/）,legacy:2026-03_Part01:049,core,A,,,,none,Core/SRT_Core_13a_Operator_Basics.md,claimed_in_log:Core/SRT_Core_13a_Operator_Basics.md,,,,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:66 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-12,APS / Phys. Rev. Research: *Emergent quantization from a dynamic vacuum*（https://journals.aps.org/prresearch/abstract/10.1103/l8y7-r3rm）,legacy:2026-03_Part01:050,physics,A,,,,none,Physics/SRT_Quant_02_Cosmology.md,claimed_in_log:Physics/SRT_Quant_02_Cosmology.md,,,NODE-PHYSICS-MEASUREMENT,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:67 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-12,Aeon: *Who am I when I care? Emotion through the lens of Franz Boas*（https://aeon.co/essays/who-am-i-when-i-care-emotion-through-the-lens-of-franz-boas）,legacy:2026-03_Part01:051,philosophy,A,,,,none,Philosophy/SRT_Social_Cognition.md,claimed_in_log:Philosophy/SRT_Social_Cognition.md,,,,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:68 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-12,The Transmitter: *Hippocampus builds reputation as ‘general-purpose statistical learning machine’*（https://www.thetransmitter.org/memory/hippocampus-builds-reputation-as-general-purpose-statistical-learning-machine/）,legacy:2026-03_Part01:052,neuroscience,A,,,,none,Neuroscience/SRT_Neural_Mechanisms.md,claimed_in_log:Neuroscience/SRT_Neural_Mechanisms.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:69 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-12,Frontiers in Computational Neuroscience: *Shifts in brain dynamics and drivers of consciousness state transitions*（https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2026.1623878/full）,legacy:2026-03_Part01:053,neuroscience,A,,,,none,Neuroscience/SRT_Consciousness_Mechanisms.md,claimed_in_log:Neuroscience/SRT_Consciousness_Mechanisms.md,,,NODE-CONSCIOUSNESS;NODE-NEURAL-DECODABILITY,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:70 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-13,Popular Mechanics: *A Scientist Thinks Our Reality Emerged from a Primordial Quantum Multiverse. He’s Not Crazy.*（https://www.popularmechanics.com/space/deep-space/a70683280/quantum-universe-spacetime/）,legacy:2026-03_Part01:054,physics,B,,,,none,,,,,,,unclear,Do not revive; repair trigger/provenance metadata only when this item is next touched.,log=2026-03_Part01.md:71 | official_declared_scope=yes | original_status=观察中 | named_revival_trigger=no
2026-03-13,"Popular Mechanics: *Gravity Might Be the Ruler of Time, and That Could Change Physics*（https://www.popularmechanics.com/science/a70723162/gravity-time-shape-dynamics/）",legacy:2026-03_Part01:055,physics,A,,,,none,Physics/SRT_Physics_Cosmology.md,claimed_in_log:Physics/SRT_Physics_Cosmology.md,,,NODE-PHYSICS-MEASUREMENT,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:72 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-13,New Scientist: *Why cosmology seems to be caught in a vibe shift*（https://www.newscientist.com/article/mg26935851-300-why-cosmology-seems-to-be-caught-in-a-vibe-shift/）,legacy:2026-03_Part01:056,physics,B,,,,none,,,,,NODE-PHYSICS-MEASUREMENT,,unclear,Do not revive; repair trigger/provenance metadata only when this item is next touched.,log=2026-03_Part01.md:73 | official_declared_scope=yes | original_status=观察中 | named_revival_trigger=no
2026-03-13,arXiv: *Why Is Anything Conscious?*（https://arxiv.org/abs/2409.14545）,legacy:2026-03_Part01:057,neuroscience,A,,,,none,AI/SRT_AI_03_Consciousness_Framework.md,claimed_in_log:AI/SRT_AI_03_Consciousness_Framework.md,,,NODE-CONSCIOUSNESS;NODE-AI-REASONING,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:74 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
